*** Bundlelist:
Status: 173 bundles in total - all 173 bundles active.

        org.osgi.service.url,version=1.0.0
        org.osgi.util.tracker,version=1.5.2
        org.w3c.dom,version=0.0.0.JavaSE_011
        org.w3c.dom.bootstrap,version=0.0.0.JavaSE_011
        org.w3c.dom.css,version=0.0.0.JavaSE_011
        org.w3c.dom.css,version=0.0.0.JavaSE_011
        org.w3c.dom.events,version=0.0.0.JavaSE_011
        org.w3c.dom.html,version=0.0.0.JavaSE_011
        org.w3c.dom.html,version=0.0.0.JavaSE_011
        org.w3c.dom.ls,version=0.0.0.JavaSE_011
        org.w3c.dom.ranges,version=0.0.0.JavaSE_011
        org.w3c.dom.stylesheets,version=0.0.0.JavaSE_011
        org.w3c.dom.stylesheets,version=0.0.0.JavaSE_011
        org.w3c.dom.traversal,version=0.0.0.JavaSE_011
        org.w3c.dom.views,version=0.0.0.JavaSE_011
        org.w3c.dom.xpath,version=0.0.0.JavaSE_011
        org.w3c.dom.xpath,version=0.0.0.JavaSE_011
        org.xml.sax,version=0.0.0.JavaSE_011
        org.xml.sax.ext,version=0.0.0.JavaSE_011
        org.xml.sax.helpers,version=0.0.0.JavaSE_011
    Imported Packages: 
        None
    Importing Bundles: 
        com.composum.core.commons (88)
        com.composum.core.console (90)
        com.fasterxml.jackson.core.jackson-databind (106)
        io.dropwizard.metrics.core (63)
        javax.mail (108)
        org.apache.aries.jmx.api (24)
        org.apache.aries.jmx.core (25)
        org.apache.aries.jmx.whiteboard (26)
        org.apache.aries.util (14)
        org.apache.commons.codec (95)
        org.apache.commons.commons-collections4 (97)
        org.apache.felix.bundlerepository (27)
        org.apache.felix.configadmin (13)
        org.apache.felix.eventadmin (7)
        org.apache.felix.http.jetty (28)
        org.apache.felix.http.sslfilter (47)
        org.apache.felix.http.whiteboard (109)
        org.apache.felix.inventory (30)
        org.apache.felix.jaas (48)
        org.apache.felix.metatype (49)
        org.apache.felix.prefs (31)
        org.apache.felix.scr (50)
        org.apache.felix.webconsole (32)
        org.apache.felix.webconsole.plugins.ds (33)
        org.apache.felix.webconsole.plugins.event (34)
        org.apache.felix.webconsole.plugins.memoryusage (35)
        org.apache.felix.webconsole.plugins.obr (36)
        org.apache.felix.webconsole.plugins.packageadmin (37)
        org.apache.geronimo.bundles.commons-httpclient (98)
        org.apache.geronimo.bundles.jstl (107)
        org.apache.geronimo.specs.geronimo-saaj_1.3_spec (2)
        org.apache.httpcomponents.httpclient (102)
        org.apache.httpcomponents.httpcore (103)
        org.apache.jackrabbit.jackrabbit-api (56)
        org.apache.jackrabbit.jackrabbit-data (57)
        org.apache.jackrabbit.jackrabbit-jcr-commons (58)
        org.apache.jackrabbit.jackrabbit-jcr-rmi (59)
        org.apache.jackrabbit.jackrabbit-spi (60)
        org.apache.jackrabbit.jackrabbit-spi-commons (61)
        org.apache.jackrabbit.jackrabbit-webdav (62)
        org.apache.jackrabbit.oak-api (64)
        org.apache.jackrabbit.oak-blob (65)
        org.apache.jackrabbit.oak-blob-plugins (66)
        org.apache.jackrabbit.oak-core (68)
        org.apache.jackrabbit.oak-core-spi (69)
        org.apache.jackrabbit.oak-jcr (70)
        org.apache.jackrabbit.oak-lucene (71)
        org.apache.jackrabbit.oak-security-spi (73)
        org.apache.jackrabbit.oak-segment-tar (54)
        org.apache.jackrabbit.oak-store-composite (74)
        org.apache.jackrabbit.oak-store-document (75)
        org.apache.jackrabbit.oak-store-spi (76)
        org.apache.jackrabbit.vault (94)
        org.apache.pdfbox (51)
        org.apache.pdfbox.jempbox (46)
        org.apache.servicemix.bundles.jaxb-impl (21)
        org.apache.servicemix.bundles.rhino (110)
        org.apache.servicemix.specs.jaxb-api-2.2 (3)
        org.apache.servicemix.specs.jaxws-api-2.2 (17)
        org.apache.sling.adapter (111)
        org.apache.sling.auth.core (113)
        org.apache.sling.auth.form (114)
        org.apache.sling.bundleresource.impl (115)
        org.apache.sling.caconfig.impl (117)
        org.apache.sling.commons.classloader (119)
        org.apache.sling.commons.compiler (120)
        org.apache.sling.commons.fsclassloader (121)
        org.apache.sling.commons.log (10)
        org.apache.sling.commons.log.webconsole (39)
        org.apache.sling.commons.logservice (11)
        org.apache.sling.commons.metrics (77)
        org.apache.sling.commons.mime (122)
        org.apache.sling.commons.osgi (123)
        org.apache.sling.commons.scheduler (124)
        org.apache.sling.commons.threads (125)
        org.apache.sling.discovery.base (127)
        org.apache.sling.discovery.commons (128)
        org.apache.sling.discovery.oak (129)
        org.apache.sling.discovery.support (130)
        org.apache.sling.engine (131)
        org.apache.sling.event (132)
        org.apache.sling.event.dea (133)
        org.apache.sling.extensions.threaddump (40)
        org.apache.sling.extensions.webconsolesecurityprovider (42)
        org.apache.sling.fsresource (134)
        org.apache.sling.hc.api (135)
        org.apache.sling.hc.core (136)
        org.apache.sling.i18n (138)
        org.apache.sling.installer.console (139)
        org.apache.sling.installer.core (20)
        org.apache.sling.installer.factory.configuration (19)
        org.apache.sling.installer.hc (140)
        org.apache.sling.installer.provider.file (6)
        org.apache.sling.installer.provider.jcr (141)
        org.apache.sling.javax.activation (5)
        org.apache.sling.jcr.base (79)
        org.apache.sling.jcr.contentloader (142)
        org.apache.sling.jcr.davex (80)
        org.apache.sling.jcr.jackrabbit.usermanager (82)
        org.apache.sling.jcr.jcr-wrapper (83)
        org.apache.sling.jcr.oak.server (87)
        org.apache.sling.jcr.registration (84)
        org.apache.sling.jcr.resource (144)
        org.apache.sling.jcr.webdav (86)
        org.apache.sling.launchpad.installer (16)
        org.apache.sling.models.impl (146)
        org.apache.sling.models.jacksonexporter (147)
        org.apache.sling.resourceresolver (150)
        org.apache.sling.sample.slingshot (151)
        org.apache.sling.scripting.api (152)
        org.apache.sling.scripting.core (153)
        org.apache.sling.scripting.javascript (155)
        org.apache.sling.scripting.jsp (156)
        org.apache.sling.scripting.jsp.taglib (158)
        org.apache.sling.scripting.sightly (159)
        org.apache.sling.scripting.sightly.compiler (160)
        org.apache.sling.scripting.sightly.compiler.java (161)
        org.apache.sling.scripting.sightly.js.provider (162)
        org.apache.sling.scripting.sightly.models.provider (163)
        org.apache.sling.scripting.sightly.repl (164)
        org.apache.sling.serviceuser.webconsole (165)
        org.apache.sling.serviceusermapper (166)
        org.apache.sling.servlets.get (167)
        org.apache.sling.servlets.post (168)
        org.apache.sling.servlets.resolver (169)
        org.apache.sling.settings (4)
        org.apache.sling.starter.startup (44)
        org.apache.sling.validation.core (171)
        org.apache.sling.xss (172)
        org.apache.tika.core (52)
        org.apache.tika.parsers (53)
    Service ID 1: 
        Types: org.osgi.service.resolver.Resolver
    Service ID 2: 
        Types: org.osgi.service.packageadmin.PackageAdmin
    Service ID 3: 
        Types: org.osgi.service.startlevel.StartLevel
    Service ID 4: 
        Types: org.osgi.service.url.URLStreamHandlerService
    Service ID 5: 
        Types: javax.management.MBeanServer
    Service ID 6: 
        Types: org.apache.sling.launchpad.api.LaunchpadContentProvider
    Service ID 7: 
        Types: org.apache.sling.launchpad.api.StartupHandler
    Service ID 30: 
        Types: org.apache.sling.launchpad.api.StartupService
        Description: Apache Sling Startup Service
        Vendor: The Apache Software Foundation
    Manifest Headers: 
        Bundle-Description: This bundle is system specific;  it implements various system services.
        Bundle-ManifestVersion: 2
        Bundle-Name: System Bundle
        Bundle-SymbolicName: org.apache.felix.framework
        Bundle-Version: 6.0.1
        Export-Package: org.osgi.framework;  version="1.9.0",  org.osgi.framework.dto;  uses:="org.osgi.dto";  version="1.8.0",  org.osgi.framework.hooks.bundle;  uses:="org.osgi.framework";  version="1.1.0",  org.osgi.framework.hooks.resolver;  uses:="org.osgi.framework.wiring";  version="1.0.0",  org.osgi.framework.hooks.service;  uses:="org.osgi.framework";  version="1.1.0",  org.osgi.framework.hooks.weaving;  uses:="org.osgi.framework.wiring";  version="1.1.0",  org.osgi.framework.launch;  uses:="org.osgi.framework";  version="1.2.0",  org.osgi.framework.namespace;  uses:="org.osgi.resource";  version="1.1.0",  org.osgi.framework.startlevel;  uses:="org.osgi.framework";  version="1.0.0",  org.osgi.framework.startlevel.dto;  uses:="org.osgi.dto";  version="1.0.0",  org.osgi.framework.wiring;  uses:="org.osgi.framework, org.osgi.resource";  version="1.2.0",  org.osgi.framework.wiring.dto;  uses:="org.osgi.dto, org.osgi.resource.dto";  version="1.3.0",  org.osgi.resource;  version="1.0.0",  org.osgi.resource.dto;  uses:="org.osgi.dto";  version="1.0.0",  org.osgi.service.packageadmin;  uses:="org.osgi.framework";  version="1.2.0",  org.osgi.service.startlevel;  uses:="org.osgi.framework";  version="1.1.0",  org.osgi.service.url;  version="1.0.0",  org.osgi.service.resolver;  uses:="org.osgi.resource";  version="1.1.0",  org.osgi.dto;  version="1.1.0",  org.osgi.util.tracker;  uses:="org.osgi.framework";  version="1.5.2",  java.text.spi;  version="0.0.0.JavaSE_011",  java.util.spi;  version="0.0.0.JavaSE_011",  java.nio;  version="0.0.0.JavaSE_011",  java.security.cert;  version="0.0.0.JavaSE_011",  java.util.zip;  version="0.0.0.JavaSE_011",  java.nio.file;  version="0.0.0.JavaSE_011",  java.security.spec;  version="0.0.0.JavaSE_011",  java.nio.file.spi;  version="0.0.0.JavaSE_011",  java.time;  version="0.0.0.JavaSE_011",  java.lang.ref;  version="0.0.0.JavaSE_011",  java.util.regex;  version="0.0.0.JavaSE_011",  java.net;  version="0.0.0.JavaSE_011",  javax.security.auth.callback;  version="0.0.0.JavaSE_011",  java.security.interfaces;  version="0.0.0.JavaSE_011",  java.lang.reflect;  version="0.0.0.JavaSE_011",  java.security;  version="0.0.0.JavaSE_011",  java.time.format;  version="0.0.0.JavaSE_011",  java.util.concurrent;  version="0.0.0.JavaSE_011",  javax.security.auth.spi;  uses:="javax.security.auth, javax.security.auth.callback, javax.security.auth.login";  version="0.0.0.JavaSE_011",  java.util.concurrent.locks;  version="0.0.0.JavaSE_011",  java.lang;  version="0.0.0.JavaSE_011",  java.net.spi;  version="0.0.0.JavaSE_011",  javax.net;  version="0.0.0.JavaSE_011",  java.util.function;  version="0.0.0.JavaSE_011",  javax.crypto;  uses:="javax.crypto.spec, javax.security.auth";  version="0.0.0.JavaSE_011",  java.util;  version="0.0.0.JavaSE_011",  javax.security.auth.x500;  uses:="javax.security.auth";  version="0.0.0.JavaSE_011",  java.security.acl;  version="0.0.0.JavaSE_011",  java.util.stream;  version="0.0.0.JavaSE_011",  java.lang.annotation;  version="0.0.0.JavaSE_011",  java.nio.channels;  version="0.0.0.JavaSE_011",  java.time.temporal;  version="0.0.0.JavaSE_011",  java.nio.charset;  version="0.0.0.JavaSE_011",  java.time.chrono;  version="0.0.0.JavaSE_011",  java.time.zone;  version="0.0.0.JavaSE_011",  java.lang.invoke;  version="0.0.0.JavaSE_011",  javax.security.auth;  version="0.0.0.JavaSE_011",  java.math;  version="0.0.0.JavaSE_011",  javax.security.cert;  version="0.0.0.JavaSE_011",  java.util.concurrent.atomic;  version="0.0.0.JavaSE_011",  javax.crypto.spec;  uses:="javax.crypto";  version="0.0.0.JavaSE_011",  java.lang.module;  version="0.0.0.JavaSE_011",  java.text;  version="0.0.0.JavaSE_011",  java.io;  version="0.0.0.JavaSE_011",  java.util.jar;  version="0.0.0.JavaSE_011",  java.nio.channels.spi;  version="0.0.0.JavaSE_011",  javax.crypto.interfaces;  uses:="javax.crypto, javax.crypto.spec";  version="0.0.0.JavaSE_011",  javax.net.ssl;  uses:="javax.net, javax.security.auth.x500, javax.security.cert";  version="0.0.0.JavaSE_011",  java.nio.charset.spi;  version="0.0.0.JavaSE_011",  javax.security.auth.login;  uses:="javax.security.auth, javax.security.auth.callback, javax.security.auth.spi";  version="0.0.0.JavaSE_011",  java.nio.file.attribute;  version="0.0.0.JavaSE_011",  javax.annotation.processing;  uses:="javax.lang.model, javax.lang.model.element, javax.lang.model.util, javax.tools";  version="0.0.0.JavaSE_011",  javax.lang.model.util;  uses:="javax.annotation.processing, javax.lang.model, javax.lang.model.element, javax.lang.model.type";  version="0.0.0.JavaSE_011",  javax.tools;  uses:="javax.annotation.processing, javax.lang.model, javax.lang.model.element";  version="0.0.0.JavaSE_011",  javax.lang.model;  uses:="javax.lang.model.element";  version="0.0.0.JavaSE_011",  javax.lang.model.type;  uses:="javax.lang.model, javax.lang.model.element";  version="0.0.0.JavaSE_011",  javax.lang.model.element;  uses:="javax.lang.model, javax.lang.model.type";  version="0.0.0.JavaSE_011",  java.awt.datatransfer;  version="0.0.0.JavaSE_011",  java.applet;  version="0.0.0.JavaSE_011",  java.awt.image;  version="0.0.0.JavaSE_011",  java.beans;  version="0.0.0.JavaSE_011",  javax.swing.table;  uses:="javax.accessibility, javax.swing, javax.swing.border, javax.swing.event, javax.swing.plaf";  version="0.0.0.JavaSE_011",  java.awt.desktop;  version="0.0.0.JavaSE_011",  javax.print.event;  uses:="javax.print, javax.print.attribute";  version="0.0.0.JavaSE_011",  javax.imageio.plugins.jpeg;  uses:="javax.imageio";  version="0.0.0.JavaSE_011",  javax.imageio.metadata;  uses:="javax.imageio, org.w3c.dom";  version="0.0.0.JavaSE_011",  javax.accessibility;  uses:="javax.swing.text";  version="0.0.0.JavaSE_011",  java.awt.font;  version="0.0.0.JavaSE_011",  javax.sound.midi.spi;  uses:="javax.sound.midi";  version="0.0.0.JavaSE_011",  javax.swing.filechooser;  uses:="javax.swing";  version="0.0.0.JavaSE_011",  javax.imageio.plugins.bmp;  uses:="javax.imageio";  version="0.0.0.JavaSE_011",  javax.sound.sampled.spi;  uses:="javax.sound.sampled";  version="0.0.0.JavaSE_011",  javax.print.attribute.standard;  uses:="javax.print.attribute";  version="0.0.0.JavaSE_011",  javax.imageio;  uses:="javax.imageio.event, javax.imageio.metadata, javax.imageio.spi, javax.imageio.stream";  version="0.0.0.JavaSE_011",  javax.swing.text;  uses:="javax.accessibility, javax.print, javax.print.attribute, javax.swing, javax.swing.event, javax.swing.plaf, javax.swing.plaf.basic, javax.swing.text.html, javax.swing.tree, javax.swing.undo";  version="0.0.0.JavaSE_011",  javax.sound.sampled;  uses:="javax.sound.sampled.spi";  version="0.0.0.JavaSE_011",  javax.swing.plaf.synth;  uses:="javax.swing, javax.swing.border, javax.swing.colorchooser, javax.swing.event, javax.swing.plaf, javax.swing.plaf.basic, javax.swing.table, javax.swing.text, javax.swing.tree, javax.xml.parsers, org.xml.sax, org.xml.sax.helpers";  version="0.0.0.JavaSE_011",  javax.swing.plaf;  uses:="javax.accessibility, javax.swing, javax.swing.border, javax.swing.filechooser, javax.swing.text, javax.swing.tree";  version="0.0.0.JavaSE_011",  javax.swing.text.html;  uses:="javax.accessibility, javax.swing, javax.swing.border, javax.swing.event, javax.swing.plaf, javax.swing.text, javax.swing.text.html.parser, javax.swing.undo";  version="0.0.0.JavaSE_011",  javax.swing.plaf.nimbus;  uses:="javax.swing, javax.swing.border, javax.swing.plaf, javax.swing.plaf.synth";  version="0.0.0.JavaSE_011",  java.awt.event;  version="0.0.0.JavaSE_011",  javax.swing.plaf.basic;  uses:="javax.accessibility, javax.sound.sampled, javax.swing, javax.swing.border, javax.swing.colorchooser, javax.swing.event, javax.swing.filechooser, javax.swing.plaf, javax.swing.plaf.synth, javax.swing.table, javax.swing.text, javax.swing.text.html, javax.swing.tree";  version="0.0.0.JavaSE_011",  javax.swing.plaf.metal;  uses:="javax.swing, javax.swing.border, javax.swing.event, javax.swing.filechooser, javax.swing.plaf, javax.swing.plaf.basic, javax.swing.text, javax.swing.tree";  version="0.0.0.JavaSE_011",  javax.swing.tree;  uses:="javax.swing, javax.swing.border, javax.swing.event, javax.swing.plaf, javax.swing.plaf.basic";  version="0.0.0.JavaSE_011",  javax.swing.border;  uses:="javax.swing";  version="0.0.0.JavaSE_011",  java.awt.image.renderable;  version="0.0.0.JavaSE_011",  javax.imageio.plugins.tiff;  uses:="javax.imageio, javax.imageio.metadata, org.w3c.dom";  version="0.0.0.JavaSE_011",  javax.swing.colorchooser;  uses:="javax.accessibility, javax.swing, javax.swing.border, javax.swing.event, javax.swing.text";  version="0.0.0.JavaSE_011",  javax.imageio.spi;  uses:="javax.imageio, javax.imageio.metadata, javax.imageio.stream";  version="0.0.0.JavaSE_011",  javax.sound.midi;  uses:="javax.sound.midi.spi";  version="0.0.0.JavaSE_011",  javax.imageio.stream;  uses:="javax.imageio";  version="0.0.0.JavaSE_011",  java.awt.im.spi;  version="0.0.0.JavaSE_011",  java.beans.beancontext;  version="0.0.0.JavaSE_011",  java.awt.dnd;  version="0.0.0.JavaSE_011",  java.awt.geom;  version="0.0.0.JavaSE_011",  javax.swing.event;  uses:="javax.swing, javax.swing.table, javax.swing.text, javax.swing.tree, javax.swing.undo";  version="0.0.0.JavaSE_011",  java.awt.im;  version="0.0.0.JavaSE_011",  javax.swing.text.html.parser;  uses:="javax.swing.text, javax.swing.text.html";  version="0.0.0.JavaSE_011",  java.awt.color;  version="0.0.0.JavaSE_011",  java.awt;  version="0.0.0.JavaSE_011",  javax.swing.text.rtf;  uses:="javax.swing.text";  version="0.0.0.JavaSE_011",  javax.swing.undo;  uses:="javax.swing, javax.swing.event";  version="0.0.0.JavaSE_011",  java.awt.print;  version="0.0.0.JavaSE_011",  javax.swing.plaf.multi;  uses:="javax.accessibility, javax.swing, javax.swing.filechooser, javax.swing.plaf, javax.swing.text, javax.swing.tree";  version="0.0.0.JavaSE_011",  javax.imageio.event;  uses:="javax.imageio";  version="0.0.0.JavaSE_011",  javax.print;  uses:="javax.print.attribute, javax.print.attribute.standard, javax.print.event";  version="0.0.0.JavaSE_011",  javax.print.attribute;  version="0.0.0.JavaSE_011",  javax.swing;  uses:="javax.accessibility, javax.print, javax.print.attribute, javax.swing.border, javax.swing.colorchooser, javax.swing.event, javax.swing.filechooser, javax.swing.plaf, javax.swing.plaf.basic, javax.swing.plaf.metal, javax.swing.table, javax.swing.text, javax.swing.text.html, javax.swing.tree";  version="0.0.0.JavaSE_011",  java.lang.instrument;  version="0.0.0.JavaSE_011",  java.util.logging;  version="0.0.0.JavaSE_011",  javax.management.modelmbean;  uses:="javax.management, javax.management.loading";  version="0.0.0.JavaSE_011",  java.lang.management;  version="0.0.0.JavaSE_011",  javax.management.timer;  uses:="javax.management";  version="0.0.0.JavaSE_011",  javax.management;  uses:="javax.management.loading, javax.management.openmbean";  version="0.0.0.JavaSE_011",  javax.management.monitor;  uses:="javax.management";  version="0.0.0.JavaSE_011",  javax.management.loading;  uses:="javax.management";  version="0.0.0.JavaSE_011",  javax.management.openmbean;  uses:="javax.management";  version="0.0.0.JavaSE_011",  javax.management.remote;  uses:="javax.management, javax.security.auth";  version="0.0.0.JavaSE_011",  javax.management.relation;  uses:="javax.management";  version="0.0.0.JavaSE_011",  javax.management.remote.rmi;  uses:="javax.management, javax.management.loading, javax.management.remote, javax.naming, javax.rmi.ssl, javax.security.auth";  version="0.0.0.JavaSE_011",  javax.naming.directory;  uses:="javax.naming";  version="0.0.0.JavaSE_011",  javax.naming.ldap;  uses:="javax.naming, javax.naming.directory, javax.naming.event, javax.net.ssl";  version="0.0.0.JavaSE_011",  javax.naming.spi;  uses:="javax.naming, javax.naming.directory";  version="0.0.0.JavaSE_011",  javax.naming;  uses:="javax.naming.spi";  version="0.0.0.JavaSE_011",  javax.naming.event;  uses:="javax.naming, javax.naming.directory";  version="0.0.0.JavaSE_011",  java.net.http;  version="0.0.0.JavaSE_011",  java.util.prefs;  version="0.0.0.JavaSE_011",  java.rmi;  version="0.0.0.JavaSE_011",  javax.rmi.ssl;  uses:="javax.net, javax.net.ssl";  version="0.0.0.JavaSE_011",  java.rmi.server;  version="0.0.0.JavaSE_011",  java.rmi.registry;  version="0.0.0.JavaSE_011",  java.rmi.activation;  version="0.0.0.JavaSE_011",  java.rmi.dgc;  version="0.0.0.JavaSE_011",  javax.script;  version="0.0.0.JavaSE_011",  org.ietf.jgss;  version="0.0.0.JavaSE_011",  javax.security.auth.kerberos;  uses:="javax.crypto, javax.security.auth";  version="0.0.0.JavaSE_011",  javax.security.sasl;  uses:="javax.security.auth.callback";  version="0.0.0.JavaSE_011",  java.sql;  version="0.0.0.JavaSE_011",  javax.sql;  uses:="javax.transaction.xa";  version="0.0.0.JavaSE_011",  javax.sql.rowset;  uses:="javax.sql, javax.sql.rowset.serial, javax.sql.rowset.spi";  version="0.0.0.JavaSE_011",  javax.sql.rowset.spi;  uses:="javax.naming, javax.sql, javax.sql.rowset";  version="0.0.0.JavaSE_011",  javax.sql.rowset.serial;  uses:="javax.sql.rowset";  version="0.0.0.JavaSE_011",  javax.transaction.xa;  version="0.0.0.JavaSE_011",  javax.xml;  version="2.1.0",  javax.xml.datatype;  uses:="javax.xml.namespace";  version="2.1.0",  javax.xml.namespace;  version="2.1.0",  javax.xml.parsers;  uses:="javax.xml.validation, org.w3c.dom, org.xml.sax, org.xml.sax.helpers";  version="2.1.0",  javax.xml.stream;  uses:="javax.xml.namespace, javax.xml.stream.events, javax.xml.stream.util, javax.xml.transform";  version="1.0.0",  javax.xml.stream.events;  uses:="javax.xml.namespace, javax.xml.stream";  version="1.0.0",  javax.xml.stream.util;  uses:="javax.xml.namespace, javax.xml.stream, javax.xml.stream.events";  version="1.0.0",  javax.xml.transform;  version="2.1.0",  javax.xml.transform.dom;  uses:="javax.xml.transform, org.w3c.dom";  version="2.1.0",  javax.xml.transform.sax;  uses:="javax.xml.transform, javax.xml.transform.stream, org.xml.sax, org.xml.sax.ext";  version="2.1.0",  javax.xml.transform.stax;  uses:="javax.xml.stream, javax.xml.stream.events, javax.xml.transform";  version="2.1.0",  javax.xml.transform.stream;  uses:="javax.xml.transform";  version="2.1.0",  javax.xml.validation;  uses:="javax.xml.transform, javax.xml.transform.stream, org.w3c.dom, org.w3c.dom.ls, org.xml.sax";  version="2.1.0",  javax.xml.xpath;  uses:="javax.xml.namespace, org.xml.sax";  version="2.1.0",  org.w3c.dom;  version="0.0.0.JavaSE_011",  org.w3c.dom.bootstrap;  uses:="org.w3c.dom";  version="0.0.0.JavaSE_011",  org.w3c.dom.css;  uses:="org.w3c.dom, org.w3c.dom.stylesheets, org.w3c.dom.views";  version="0.0.0.JavaSE_011",  org.w3c.dom.events;  uses:="org.w3c.dom, org.w3c.dom.views";  version="0.0.0.JavaSE_011",  org.w3c.dom.html;  uses:="org.w3c.dom";  version="0.0.0.JavaSE_011",  org.w3c.dom.ls;  uses:="org.w3c.dom, org.w3c.dom.events";  version="0.0.0.JavaSE_011",  org.w3c.dom.ranges;  uses:="org.w3c.dom";  version="0.0.0.JavaSE_011",  org.w3c.dom.stylesheets;  uses:="org.w3c.dom";  version="0.0.0.JavaSE_011",  org.w3c.dom.traversal;  uses:="org.w3c.dom";  version="0.0.0.JavaSE_011",  org.w3c.dom.views;  version="0.0.0.JavaSE_011",  org.w3c.dom.xpath;  uses:="org.w3c.dom";  version="0.0.0.JavaSE_011",  org.xml.sax;  version="0.0.0.JavaSE_011",  org.xml.sax.ext;  uses:="org.xml.sax, org.xml.sax.helpers";  version="0.0.0.JavaSE_011",  org.xml.sax.helpers;  uses:="org.xml.sax";  version="0.0.0.JavaSE_011",  javax.xml.catalog;  uses:="javax.xml.namespace";  version="1.0.0",  javax.xml.crypto.dsig.keyinfo;  uses:="javax.xml.crypto, javax.xml.crypto.dsig";  version="0.0.0.JavaSE_011",  javax.xml.crypto;  uses:="javax.xml.crypto.dsig.keyinfo";  version="0.0.0.JavaSE_011",  javax.xml.crypto.dsig.dom;  uses:="javax.xml.crypto, javax.xml.crypto.dom, javax.xml.crypto.dsig, org.w3c.dom";  version="0.0.0.JavaSE_011",  javax.xml.crypto.dom;  uses:="javax.xml.crypto, org.w3c.dom";  version="0.0.0.JavaSE_011",  javax.xml.crypto.dsig;  uses:="javax.xml.crypto, javax.xml.crypto.dsig.keyinfo, javax.xml.crypto.dsig.spec";  version="0.0.0.JavaSE_011",  javax.xml.crypto.dsig.spec;  uses:="javax.xml.crypto";  version="0.0.0.JavaSE_011",  org.w3c.dom.xpath;  uses:="org.w3c.dom";  version="0.0.0.JavaSE_011",  org.w3c.dom.css;  uses:="org.w3c.dom, org.w3c.dom.stylesheets, org.w3c.dom.views";  version="0.0.0.JavaSE_011",  org.w3c.dom.stylesheets;  uses:="org.w3c.dom";  version="0.0.0.JavaSE_011",  org.w3c.dom.html;  uses:="org.w3c.dom";  version="0.0.0.JavaSE_011",  org.apache.sling.launchpad.api;  version="1.2.0"
